no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,arrival_month,arrival_date,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,no_of_special_requests,booking_status,lead_time,avg_price_per_room
2,0,0,2,0,0,0,11,13,0,0,0,0,0,-0.0638058987264165,-0.9502737075535652
2,0,1,3,0,0,1,3,10,0,0,0,1,0,-0.4282618618908114,-1.2438312019348876
1,0,0,1,0,0,0,10,13,0,0,0,0,0,-0.950648742426444,-0.3329077887705531
1,0,1,2,0,0,0,1,4,0,0,0,0,0,-0.9385002103209642,-0.7033273400403603
2,0,2,1,0,0,1,6,19,0,0,0,2,0,-0.6226383755784887,0.5128835199621735
1,0,0,1,0,0,0,1,28,0,0,0,0,0,-0.3067765408360131,-0.7650639319186615
1,0,0,1,0,0,0,10,14,0,0,0,0,0,-0.37966773346889204,0.4387996097082119
2,0,2,1,0,0,1,11,7,0,0,0,0,0,-0.5375986508401298,-1.413298146640824
2,0,0,2,0,0,1,5,27,0,0,0,1,0,0.5800663028640145,1.207420178593062
1,0,0,2,0,0,0,10,8,0,0,0,1,0,-0.598341311367529,-0.3622326699127463
2,0,0,2,0,0,0,6,3,0,0,0,0,0,-0.17314268767573496,-0.17856630907480012
2,0,0,3,0,0,0,8,25,0,0,0,0,0,0.7137001560242926,-0.17856630907480012
2,0,1,3,0,0,1,6,9,0,0,0,1,0,0.32494712864893804,0.8277401385415093
2,0,1,2,0,0,0,6,10,0,0,0,1,0,-0.33107360504697275,-0.46656751018707515
1,0,0,2,0,0,0,9,25,0,0,0,1,0,-0.24603388030861395,2.599580325448754
2,1,2,5,0,0,0,10,22,0,0,0,3,0,2.1350784123654325,0.08937049967702733
2,0,2,1,1,0,0,1,9,0,0,0,0,0,-0.7562722287387668,-1.2358054449907083
1,0,0,1,1,0,0,10,13,0,0,0,2,0,-0.5861927792620492,-0.09830873963300872
1,0,0,1,0,0,0,9,15,0,0,0,2,0,-0.9749458066374037,1.6426631513350853
2,0,0,1,1,0,0,7,7,0,0,0,1,0,0.5679177707585347,-0.070527273287773
2,1,1,3,0,1,0,3,21,0,0,0,2,0,-0.5011530545236904,0.46966790564736255
2,0,0,1,0,0,0,7,23,0,0,0,1,0,-0.2581824124140938,-0.014964340597302003
1,0,0,1,0,0,1,9,13,0,0,0,2,0,-0.9385002103209642,2.4143705498138504
3,0,0,2,0,0,1,9,9,0,0,0,2,0,-0.003063238199017351,2.2075529670215417
2,0,0,3,0,0,2,10,13,0,0,0,2,0,0.1427191470667406,2.624274962200075
2,0,1,2,0,0,0,12,11,0,0,0,0,0,-0.889906081899045,-1.4750347385191254
2,0,4,5,0,0,0,8,14,0,0,0,1,0,1.6612856602517194,-0.45792438732411295
1,0,1,3,0,0,0,4,18,0,0,0,0,0,-0.671232504000408,-0.2609846592323323
1,0,0,2,0,0,0,12,17,0,0,0,0,0,-0.7684207608442466,-1.2589566669450711
3,0,2,1,0,0,1,10,23,0,0,0,0,0,0.033382358117422135,1.1148152907756104
2,0,1,3,0,0,0,3,14,0,0,0,1,0,-0.4647074582072509,-1.5185590357933276
2,0,0,2,0,0,0,10,5,0,0,0,2,0,-0.671232504000408,1.426585079761031
2,0,2,5,0,0,1,10,29,0,0,0,1,0,-0.7927178250552063,0.28785364256576546
2,0,1,2,0,0,0,7,4,0,0,0,1,0,0.5679177707585347,-0.014964340597302003
3,0,0,1,0,1,1,8,24,0,0,0,3,0,-0.9870943387428835,2.537843733570453
2,0,0,2,0,0,0,9,14,0,0,0,0,0,-0.4404103939962912,0.747482569099718
3,0,1,2,0,0,1,7,11,0,0,0,0,0,-0.7805692929497264,2.5069754376313025
2,0,0,1,0,0,0,2,6,0,0,0,0,0,-0.4404103939962912,-0.786671739076067
1,0,1,2,0,0,0,5,9,0,0,0,0,0,-0.9385002103209642,-0.3329077887705531
2,0,0,2,1,0,0,2,23,0,0,0,0,0,-0.9142031461100045,-0.7650639319186615
2,0,0,2,1,0,0,4,26,0,0,0,2,0,-0.2581824124140938,-0.33445120356751057
2,1,0,2,0,0,2,7,22,0,0,0,2,0,0.543620706547575,1.0558568455318327
2,0,1,2,0,0,1,11,6,0,0,0,1,0,-0.4647074582072509,-1.413298146640824
2,2,1,1,0,0,2,3,21,0,0,0,0,0,-0.9870943387428835,2.3217656619963987
2,2,0,2,0,0,2,8,10,0,0,0,1,0,-0.7805692929497264,3.8651804589539287
1,0,0,1,0,0,0,10,17,0,0,0,2,0,-0.5861927792620492,-0.09830873963300872
1,0,0,1,0,0,1,5,26,1,0,1,0,0,-0.9142031461100045,0.1301166503167059
1,0,1,2,0,0,0,5,9,0,0,0,0,0,-0.950648742426444,-0.2032609458261205
2,0,2,1,0,0,0,7,9,0,0,0,1,0,-1.011391402953843,1.2929253583445086
2,0,0,2,2,0,0,8,14,0,0,0,0,0,-1.023539935059323,0.09924835437755532
1,0,2,1,0,0,0,1,23,0,0,0,0,0,-0.817014889266166,-0.7650639319186615
2,0,0,2,0,1,0,3,2,1,0,2,0,0,-0.950648742426444,-0.8576688197361133
2,1,2,1,0,0,0,12,17,0,0,0,0,0,0.033382358117422135,-0.4872492684663061
2,0,1,2,0,0,0,7,27,0,0,0,2,0,0.36139272496537755,-0.9039712636448393
2,0,2,1,0,0,0,9,11,0,0,0,0,0,0.543620706547575,-0.7727810059034492
2,0,2,1,0,0,0,9,3,0,0,0,1,0,2.0135930913106344,-0.20017411623220563
2,2,2,2,0,0,2,9,11,0,0,0,2,0,-0.4039647976798517,3.15212282275955
2,0,0,2,2,0,0,8,14,0,0,0,0,0,-1.023539935059323,0.09924835437755532
2,0,0,3,0,0,0,9,17,0,0,0,0,0,0.9445222660284094,-1.1046151872493182
2,0,2,2,0,0,4,5,20,0,0,0,0,0,0.06982795443386162,0.5338739612007958
1,0,0,2,0,0,0,1,19,0,0,0,0,0,0.8108884128681313,-0.7959322278578121
2,0,2,3,0,0,0,4,2,0,0,0,0,0,-0.29462800873053324,-0.9502737075535652
2,0,1,2,0,0,3,10,2,0,0,0,1,0,1.6977312565681588,-1.2589566669450711
2,0,2,1,0,0,0,1,2,0,0,0,0,0,-0.671232504000408,-1.413298146640824
2,0,2,1,0,0,0,8,15,0,0,0,0,0,-1.023539935059323,-0.4872492684663061
2,1,0,1,0,0,1,6,8,0,0,0,2,0,-1.011391402953843,1.0252972325520733
2,0,2,1,1,0,0,10,2,0,0,0,2,0,-0.6104898434730088,0.06838005843840471
2,0,0,2,0,0,0,7,28,0,0,0,0,0,-0.7805692929497264,0.5190571791500034
2,0,2,2,2,0,1,4,24,0,0,0,1,0,-0.03950883451545684,0.18506221708839402
1,0,0,2,0,0,0,6,24,0,0,0,0,0,1.3089782291928043,-0.3329077887705531
2,0,1,1,2,0,0,5,21,0,0,0,1,0,-0.9385002103209642,0.19185324219500713
2,0,2,2,0,0,1,11,12,0,0,0,1,0,-0.6226383755784887,-0.8514951605482831
2,0,1,3,2,0,0,4,11,0,0,0,1,0,-0.6833810361058879,1.2799606740500657
2,0,0,4,0,0,0,4,26,0,0,0,0,0,-0.2581824124140938,-0.7727810059034492
3,0,1,1,0,0,0,1,25,0,0,0,1,0,-0.6226383755784887,-0.3329077887705531
2,0,0,1,2,0,0,9,4,0,0,0,0,0,-0.52545011873465,0.1301166503167059
2,0,2,2,0,0,0,10,28,0,0,0,1,0,1.1510473118215665,-0.4594678021210704
1,0,1,1,0,0,0,10,3,0,0,0,3,0,0.09412501864482128,0.23506885650981815
2,0,0,2,1,0,0,5,31,0,0,0,1,0,-1.011391402953843,0.40793131376906133
2,0,2,1,0,0,0,12,12,0,0,0,2,0,0.19131327548865992,-1.0351615213862293
1,0,1,2,0,0,0,9,21,1,0,1,0,0,-1.023539935059323,-1.2589566669450711
2,0,0,5,1,0,0,3,15,0,0,0,0,0,-0.9749458066374037,-1.4287322946103995
1,0,2,3,0,0,0,9,4,0,0,0,0,0,-0.29462800873053324,-0.7727810059034492
2,0,0,3,0,0,0,12,27,0,0,0,0,0,2.0743357518380336,-1.3318058453614665
2,0,2,1,0,0,0,10,10,0,0,0,0,0,1.6612856602517194,-1.2589566669450711
2,1,2,2,2,0,0,10,21,0,0,0,3,0,-0.07595443083189633,0.7653861807444257
1,0,0,1,2,0,0,9,4,0,0,0,0,0,1.6369885960407597,-0.6724590441012097
2,0,2,3,2,0,1,12,29,0,0,0,2,0,-0.7562722287387668,2.8736907933884113
1,0,1,2,0,0,1,9,19,0,0,0,0,0,-1.023539935059323,0.1301166503167059
2,0,0,2,0,0,0,1,22,0,0,0,1,0,-0.8291634213716458,-0.786671739076067
2,0,1,2,0,0,0,11,27,0,0,0,1,0,-0.9749458066374037,-0.5798541562837579
2,0,0,1,0,0,0,8,7,0,0,0,0,0,-1.023539935059323,-0.2403029009531013
3,0,1,2,0,0,0,12,25,0,0,0,1,0,-0.5497471829456096,-0.4801495604003014
2,0,0,3,0,0,1,10,25,0,0,0,0,0,-0.01521177030449718,-0.04274580694253728
1,0,1,0,0,0,0,10,26,0,0,0,0,0,-1.023539935059323,-1.2589566669450711
2,0,2,2,0,0,0,10,22,0,0,0,0,0,-0.03950883451545684,-0.7727810059034492
2,0,1,5,0,1,1,5,24,0,0,0,1,0,0.5922148349694943,0.6595079256731389
1,0,1,1,0,1,0,9,19,1,1,18,1,0,-0.9870943387428835,-1.19722007506677
2,0,2,5,0,0,4,4,22,0,0,0,0,0,-0.33107360504697275,-0.016507755394259443
1,0,0,1,0,1,0,9,8,0,0,0,3,0,-0.9142031461100045,1.9513461107265915
1,0,0,1,0,1,0,10,12,1,0,2,0,0,-0.8777575497935651,-1.19722007506677
2,0,0,5,0,0,0,12,29,0,0,0,0,0,0.6772545597078531,-1.1046151872493182
2,0,2,1,1,0,0,9,19,0,0,0,3,0,-0.9870943387428835,1.426585079761031
2,0,0,2,0,0,1,6,17,0,0,0,1,0,-1.023539935059323,-0.45792438732411295
2,0,0,2,2,0,0,9,30,0,0,0,0,0,-0.6590839718949282,0.46966790564736255
2,0,1,3,0,0,0,10,10,0,0,0,0,0,-0.817014889266166,-0.6415907481620592
2,0,2,1,0,1,0,6,26,0,0,0,1,0,-0.4282618618908114,0.33693423310901505
2,1,2,2,0,0,0,9,17,0,0,0,0,0,-0.37966773346889204,-0.7727810059034492
2,0,0,4,0,0,0,8,5,0,0,0,1,0,-1.023539935059323,-0.4872492684663061
2,0,2,3,0,0,0,4,3,0,0,0,1,0,-0.2703309445195736,-0.9194054116144146
2,0,2,3,0,0,0,9,4,0,0,0,2,0,-0.9749458066374037,1.9513461107265915
2,2,0,5,0,0,5,12,27,0,0,0,2,0,0.3735412570708574,2.0016614331074067
2,0,1,0,0,0,0,9,13,0,0,0,1,0,-0.9870943387428835,0.6240093853431156
2,0,0,4,0,0,1,12,28,0,0,0,1,0,-0.7927178250552063,0.7891547686175711
2,0,1,3,0,0,0,2,18,0,0,0,0,0,-0.8777575497935651,-0.45638097252715554
2,0,0,1,0,0,0,6,9,0,0,0,0,0,-0.6955295682113677,0.4387996097082119
1,0,0,2,0,0,0,9,30,1,1,0,0,0,-1.011391402953843,-0.23721607135918643
1,0,2,2,0,1,0,11,13,1,0,2,0,0,-0.6469354397894483,-1.19722007506677
2,0,1,1,0,0,0,8,22,0,0,0,0,0,-0.9870943387428835,-0.17856630907480012
1,0,2,3,0,0,0,10,14,0,0,0,0,0,3.3377830908079353,-1.1046151872493182
2,0,1,0,1,0,0,1,10,0,0,0,0,0,-1.023539935059323,-1.5978905563569448
2,0,0,2,0,0,0,5,6,0,0,0,1,0,0.5557692386530548,0.26285032285505344
1,0,0,3,1,0,0,4,20,0,0,0,1,0,-0.9992428708483634,-1.0311486429141399
1,0,2,2,0,0,0,1,30,0,0,0,0,0,-0.9870943387428835,-0.7959322278578121
2,0,1,1,0,0,0,8,1,0,0,0,1,0,-1.023539935059323,-0.6150440136543897
1,0,2,3,0,0,0,5,20,0,0,0,0,0,1.5519488713024008,-1.1046151872493182
2,0,2,1,1,0,0,10,16,0,0,0,3,0,-0.950648742426444,0.1816667045350875
2,0,2,3,0,0,0,4,10,0,0,0,1,0,0.1427191470667406,-0.6678287997103369
1,0,0,2,0,0,0,6,24,0,0,0,0,0,1.3089782291928043,-0.3329077887705531
3,0,0,2,0,0,1,7,14,0,0,0,2,0,-0.5861927792620492,1.9297383035691864
2,0,0,3,0,0,0,10,13,0,0,0,0,0,-0.5740442471565693,-0.024224829379047096
1,0,2,3,0,0,0,11,6,0,0,0,1,0,-0.6104898434730088,1.719833891182962
2,0,1,2,0,0,0,10,24,0,0,0,4,0,0.20346180759413976,-0.1723926498869699
2,0,2,1,0,0,1,2,7,0,0,0,2,0,-0.7927178250552063,-0.7095009992281905
2,0,1,2,0,0,0,8,17,0,0,0,1,0,-0.9385002103209642,-0.4872492684663061
2,0,0,3,2,0,0,9,30,0,0,0,2,0,-0.8656090176880853,0.5520862558048947
2,0,0,3,0,0,0,1,7,0,0,0,0,0,-0.950648742426444,-0.5181175644054568
2,0,2,2,0,0,0,11,20,0,0,0,2,0,-1.011391402953843,-0.44465102007027846
2,0,1,0,1,0,0,10,9,0,0,0,1,0,-0.3067765408360131,0.06838005843840471
2,0,2,3,0,0,0,4,2,0,0,0,2,0,-0.17314268767573496,-1.3651436049757493
2,0,2,0,1,0,0,12,4,0,0,0,1,0,-0.7805692929497264,-0.5489858603446073
2,1,1,1,0,0,0,8,6,0,0,0,2,0,0.15486767917222044,0.8740425824502353
2,0,0,3,1,0,0,4,13,0,0,0,0,0,-0.8413119534771256,-0.6415907481620592
2,0,2,1,0,0,0,3,5,0,0,0,0,0,0.2520559360160591,-0.5088570756237116
2,0,0,2,1,0,0,8,12,0,0,0,1,0,0.6772545597078531,-0.070527273287773
2,0,2,3,0,0,0,12,24,0,0,0,1,0,-0.7319751645278071,-1.4750347385191254
1,0,1,2,0,0,0,3,14,1,0,16,1,0,-1.023539935059323,-1.2589566669450711
2,0,1,2,0,0,0,4,29,0,0,0,0,0,0.4221353854927767,-0.20017411623220563
2,0,0,2,0,0,0,4,15,0,0,0,0,0,0.4585809818092162,-0.6415907481620592
3,0,1,2,0,0,1,5,6,0,0,0,0,0,-0.4404103939962912,1.651923640116831
2,0,1,2,0,0,1,4,11,0,0,0,0,0,0.20346180759413976,-0.6230697705985689
1,0,1,2,0,0,0,11,2,0,0,0,1,0,-0.9870943387428835,-0.8268005237969628
1,0,0,1,0,0,0,10,27,0,0,0,0,0,-0.9627972745319239,-1.2589566669450711
2,0,1,3,0,0,0,11,14,0,0,0,1,0,-0.10025149504285599,-0.49650975724805124
2,0,2,5,0,0,1,4,21,0,0,0,1,0,-0.5497471829456096,0.37644565191112783
1,0,0,1,0,0,0,12,2,1,0,5,0,0,-0.9992428708483634,-0.9811420034927157
3,0,1,3,0,0,1,3,10,0,0,0,0,0,-0.8534604855826055,-1.1123322612341058
2,0,1,4,0,0,0,5,4,0,0,0,1,0,0.3735412570708574,-0.19554387184133284
1,0,0,1,1,0,0,4,27,0,0,0,0,0,-0.5375986508401298,-1.042878595371017
1,0,0,3,2,0,0,5,3,0,0,0,0,0,0.045530890222901965,-0.3020394928314025
2,0,0,1,0,0,3,12,19,0,0,0,1,0,-0.9749458066374037,-0.8808200416904763
1,0,1,2,0,0,0,6,6,0,0,0,0,0,0.40998685338729685,0.1301166503167059
2,0,2,0,1,0,0,12,18,0,0,0,0,0,-0.4768559903127307,-0.8206268646091326
3,0,2,4,0,0,0,7,28,0,0,0,1,0,0.7137001560242926,0.8363832614044715
2,0,1,2,0,0,0,2,26,0,0,0,2,0,-0.6347869076839685,-1.351561554762523
2,0,0,3,1,0,0,11,17,0,0,0,2,0,-0.33107360504697275,-0.8206268646091326
2,0,1,1,0,0,0,1,23,0,0,0,0,0,-0.4768559903127307,-0.786671739076067
2,0,1,1,0,0,0,10,19,0,0,0,2,0,-0.6226383755784887,-0.2927790040496574
2,0,1,2,0,0,0,10,12,0,0,0,2,0,-0.6833810361058879,-0.18257918754688954
2,0,1,2,0,0,1,12,28,0,0,0,0,0,-0.7805692929497264,-1.0916505029548749
3,0,2,2,0,0,1,7,3,0,0,0,2,0,-0.5011530545236904,1.3741089766644756
2,1,0,4,0,0,2,5,11,0,0,0,2,0,-0.4039647976798517,2.5332134891795803
2,0,2,2,0,0,0,3,6,0,0,0,0,0,-0.24603388030861395,-0.688510557989568
2,0,1,0,0,0,0,6,26,0,0,0,1,0,-0.9749458066374037,0.09924835437755532
2,2,0,4,0,0,2,11,4,0,0,0,3,0,-0.671232504000408,1.3787392210553475
2,0,1,2,0,0,0,11,14,0,0,0,1,0,-0.3067765408360131,-0.9502737075535652
2,0,2,3,0,0,1,4,17,0,0,0,0,0,-0.19743975188669463,-0.45792438732411295
1,0,2,0,0,0,0,9,20,0,0,0,0,0,-0.9992428708483634,-0.8885371156752639
1,0,1,1,0,0,0,2,22,0,0,0,0,0,-0.9749458066374037,-0.9873156626805459
1,0,1,1,1,0,0,10,10,0,0,0,1,0,0.5679177707585347,-0.08441800646039085
3,0,2,3,0,0,0,7,16,0,0,0,0,0,0.6529574954968934,0.7490259838966759
2,0,0,1,1,0,0,9,15,0,0,0,2,0,-0.9992428708483634,0.2761236901088884
1,0,0,2,2,0,0,7,21,0,0,0,0,0,2.5238314397407873,-0.4872492684663061
2,1,2,3,0,0,0,4,22,0,0,0,0,0,-0.2581824124140938,-0.485397170709957
2,0,2,0,0,0,0,10,16,0,0,0,0,0,-0.7076781003168475,-0.6415907481620592
2,0,2,2,0,0,0,8,6,0,0,0,2,0,-0.8048663571606861,1.3957167838218807
2,0,2,0,2,0,0,10,30,0,0,0,2,0,-0.9142031461100045,2.229160774178947
2,0,2,2,1,0,0,12,2,0,0,0,0,0,-0.889906081899045,-0.9104536057920607
3,0,2,2,0,0,1,4,10,0,0,0,2,0,-0.45255892610177106,0.7490259838966759
2,0,0,1,2,0,0,12,24,0,0,0,1,0,-0.950648742426444,0.9172581967650463
2,0,0,2,0,0,0,12,18,0,0,0,0,0,-0.7562722287387668,-0.9502737075535652
2,0,2,5,0,0,0,12,20,0,0,0,0,0,-0.8413119534771256,-0.5366385419689469
3,0,0,3,0,0,1,8,24,0,0,0,1,0,-0.52545011873465,2.2075529670215417
2,0,1,2,0,0,0,11,4,0,0,0,2,0,0.02123382601194231,-0.2094346050139507
2,0,0,3,0,0,0,11,24,0,0,0,0,0,-0.22173681609765428,-0.9502737075535652
1,0,2,3,0,0,0,10,6,0,0,0,1,0,0.8108884128681313,-0.5486771773852157
3,0,1,2,0,0,0,6,20,0,0,0,0,0,-1.023539935059323,-0.011877511003386678
2,0,0,3,0,0,1,2,18,0,0,0,0,0,-0.45255892610177106,-0.47798877968456105
2,2,2,3,0,0,2,10,16,0,0,0,3,0,-0.41611332978533155,2.846526692961959
3,0,1,1,0,0,1,7,18,0,0,0,2,0,-0.2581824124140938,0.9851684478311773
1,0,3,8,0,0,0,4,28,0,0,0,0,0,-0.7684207608442466,-0.3329077887705531
2,0,2,1,0,0,0,12,27,0,0,0,1,0,-0.9142031461100045,-0.06527966297811734
2,0,1,3,0,0,1,11,5,0,0,0,0,0,-0.5618957150510895,-1.413298146640824
2,1,2,5,0,0,0,12,26,0,0,0,0,0,0.9445222660284094,1.6290811011218593
2,0,0,3,0,0,1,4,28,0,0,0,0,0,0.2642044681215389,0.17024543503760162
1,0,1,0,0,0,0,10,12,1,0,1,0,0,-0.950648742426444,-1.2589566669450711
1,0,0,2,0,0,1,11,10,0,0,0,0,0,-0.9870943387428835,-0.3329077887705531
2,0,2,2,0,0,0,10,4,0,0,0,1,0,-0.6104898434730088,-0.3483419367401284
2,0,1,4,0,0,1,2,15,0,0,0,1,0,-0.16099415557025515,-1.3055677938131884
3,0,0,2,0,0,1,6,17,0,0,0,2,0,-0.4768559903127307,1.651923640116831
2,2,1,2,0,0,2,7,22,0,0,0,0,0,0.2156103396996196,2.577972518291349
2,0,2,3,0,0,0,4,8,0,0,0,0,0,1.041710522872248,-0.8576688197361133
1,0,1,2,0,0,0,9,4,0,0,0,0,0,1.6369885960407597,-0.8987236533351836
2,0,1,2,1,0,0,5,13,0,0,0,1,0,-0.3432221371524526,0.3184132555455244
2,1,0,2,0,0,0,2,26,0,0,0,2,0,-1.011391402953843,0.16098494625585652
2,0,1,4,0,0,0,11,2,0,0,0,0,0,0.09412501864482128,-0.4872492684663061
2,0,0,2,0,0,0,10,12,0,0,0,0,0,0.08197648653934146,0.23506885650981815
2,0,2,5,0,0,1,7,14,0,0,0,1,0,-0.9142031461100045,1.6824832530965894
2,0,0,1,1,0,0,9,19,0,0,0,2,0,-0.7319751645278071,0.28445813001245895
2,0,2,1,0,0,1,5,21,0,0,0,2,0,-0.9263516782154844,0.8277401385415093
2,0,1,4,2,0,1,10,24,0,0,0,1,0,-0.2581824124140938,-0.06713176073446644
2,0,2,2,0,0,0,3,11,0,0,0,0,0,-0.9870943387428835,-1.1663517791276194
2,0,0,1,0,0,1,12,26,0,0,0,1,0,-0.598341311367529,-0.2711711968922519
2,0,0,3,0,0,0,2,17,0,0,0,0,0,-0.4890045224182105,-0.9502737075535652
1,0,0,1,0,0,0,10,26,0,0,0,0,0,-0.5740442471565693,0.5314044975256638
2,0,2,1,1,0,0,8,14,0,0,0,2,0,-0.9142031461100045,1.3031118960044288
2,0,2,2,0,0,0,7,2,0,0,0,1,0,-1.023539935059323,1.3957167838218807
2,0,0,3,1,0,0,3,8,0,0,0,2,0,-0.7319751645278071,-0.7650639319186615
2,0,1,2,0,1,1,4,11,0,0,0,0,0,0.20346180759413976,-0.06744044369385811
2,2,2,1,0,0,2,6,12,0,0,0,3,0,0.7501457523407321,2.2353344333667766
2,0,1,2,2,0,0,8,22,0,0,0,0,0,-0.6469354397894483,1.2944687731414666
1,0,0,1,0,0,0,11,14,0,0,0,0,0,-1.011391402953843,-0.8268005237969628
2,0,2,4,1,0,0,7,6,0,0,0,1,0,0.9809678623448489,-0.685423728395653
2,0,1,2,0,0,0,10,16,0,0,0,2,0,-0.52545011873465,0.0035566369661886223
2,0,2,5,0,0,1,12,22,0,0,0,1,0,-0.07595443083189633,-1.0774510868228657
2,0,0,4,1,0,0,3,15,0,0,0,0,0,0.10627355075030112,-1.2975420368690094
2,0,1,2,0,0,0,4,8,0,0,0,1,0,0.057679422328381795,-0.5705936675020128
1,0,0,1,0,0,0,1,22,0,0,0,0,0,-0.7805692929497264,-0.7650639319186615
1,0,1,0,0,0,0,7,11,1,1,8,0,0,-0.7076781003168475,-1.2589566669450711
2,0,0,2,2,0,0,9,17,0,0,0,0,0,-0.3432221371524526,-0.734195635979511
2,0,0,2,1,0,0,9,4,0,0,0,1,0,-0.8048663571606861,-0.3020394928314025
3,0,1,1,2,0,1,10,22,0,0,0,0,0,-0.16099415557025515,2.398936401844275
1,0,2,3,1,0,0,9,3,0,0,0,3,0,-0.4282618618908114,-0.35389823000917575
1,0,1,2,0,0,0,6,6,0,0,0,0,0,0.40998685338729685,0.40793131376906133
3,0,2,3,0,0,0,8,11,0,0,0,0,0,0.9445222660284094,-0.2742580264861668
2,1,0,2,0,0,0,4,20,0,0,0,2,0,-0.6347869076839685,0.6240093853431156
2,1,0,5,2,0,1,12,13,0,0,0,2,0,-0.3067765408360131,0.7227879323483971
2,0,2,3,0,0,0,6,26,0,0,0,1,0,-0.598341311367529,0.15172445747411142
2,0,1,0,0,0,0,9,25,0,0,0,0,0,-0.9870943387428835,-0.3329077887705531
2,0,0,3,0,0,0,4,28,0,0,0,0,0,0.23990740391057924,-0.1075692284147538
2,0,0,3,0,0,0,3,31,0,0,0,1,0,-0.3189250729414929,-0.4594678021210704
1,0,0,2,0,0,0,10,30,0,0,0,0,0,-1.023539935059323,-0.6415907481620592
1,0,0,2,0,0,0,6,24,0,0,0,0,0,1.3089782291928043,-0.3329077887705531
2,0,2,0,1,0,0,12,11,0,0,0,2,0,-0.6590839718949282,-0.5489858603446073
2,1,0,1,0,0,1,12,16,0,0,0,1,0,-0.9142031461100045,0.006643466560103507
2,0,2,6,0,0,0,7,22,0,0,0,1,0,1.0660075870832078,-1.0783771357010403
2,0,1,4,0,0,1,11,9,0,0,0,0,0,-0.5497471829456096,1.0586349921663565
2,0,2,1,2,0,1,3,5,0,0,0,1,0,-0.5133015866291702,0.6240093853431156
2,0,1,3,1,0,0,11,21,0,0,0,1,0,-0.3067765408360131,-0.9564473667413954
3,0,1,2,0,0,1,7,15,0,0,0,1,0,-0.5375986508401298,2.11494807920409
2,0,1,2,0,0,1,10,30,0,0,0,0,0,-0.598341311367529,-1.1046151872493182
3,0,2,0,0,0,2,9,11,0,0,0,1,0,-0.07595443083189633,1.6760009109493685
2,0,2,5,0,0,0,3,17,0,0,0,0,0,-0.6469354397894483,-1.3206932588233724
2,0,1,2,1,0,0,1,29,0,0,0,1,0,-0.5861927792620492,-1.5994339711539023
2,1,1,2,0,0,0,7,25,0,0,0,1,0,0.6529574954968934,0.48510205361693787
2,0,2,2,0,0,0,11,12,0,0,0,3,0,-0.8777575497935651,-0.1495501108919986
3,0,2,1,0,0,2,10,9,0,0,0,2,0,-0.36751920136341226,1.2697741363901458
1,0,0,1,0,0,0,2,19,0,0,0,0,0,0.1791647433831801,-0.7650639319186615
2,0,1,3,0,0,0,4,4,0,0,0,0,0,0.057679422328381795,-0.7203049028068931
2,0,0,3,1,0,0,7,7,0,0,0,1,0,-0.6833810361058879,0.8823770223538062
3,0,2,2,0,0,1,10,9,0,0,0,3,0,-0.5861927792620492,2.0408641689501286
2,0,0,2,2,0,0,10,16,0,0,0,0,0,0.2156103396996196,0.09924835437755532
1,0,0,1,0,0,0,11,29,0,0,0,0,0,-0.7198266324223273,-0.9441000483657349
2,0,2,2,0,0,1,12,24,0,0,0,1,0,-0.8291634213716458,-0.2217819233896111
2,0,0,2,0,1,0,12,23,0,0,0,2,0,-1.023539935059323,-0.5181175644054568
1,0,1,2,0,0,1,10,19,0,0,0,1,0,-0.950648742426444,0.9326923447346216
1,0,0,3,0,0,0,3,1,0,0,0,0,0,-0.9263516782154844,-1.5367713303974266
3,0,0,1,0,0,1,3,26,0,0,0,1,0,-0.9749458066374037,2.5069754376313025
2,0,2,2,0,0,0,7,15,0,0,0,0,0,0.13057061496126077,-0.8095142780710384
2,0,0,1,1,0,0,4,19,0,0,0,0,0,-0.9627972745319239,-0.5181175644054568
2,0,1,4,0,0,0,7,13,0,0,0,0,0,0.2642044681215389,-1.0351615213862293
1,0,0,1,1,0,0,1,28,0,0,0,1,0,-0.889906081899045,-1.4756521044379085
2,0,0,1,0,0,0,10,2,0,0,0,0,0,-0.7319751645278071,0.1795059238193467
2,0,1,2,0,0,0,5,9,0,0,0,0,0,0.057679422328381795,-0.9502737075535652
2,0,2,0,0,0,0,12,4,0,0,0,0,0,-0.13669709135929548,-0.9502737075535652
2,0,0,4,0,0,0,4,27,0,0,0,1,0,-0.003063238199017351,-0.011877511003386678
2,0,0,2,0,0,0,4,7,0,0,0,1,0,-0.01521177030449718,-0.2927790040496574
1,0,1,0,0,1,0,9,26,0,0,0,0,0,-0.950648742426444,-1.2589566669450711
2,0,2,5,0,0,1,9,15,0,0,0,3,0,-0.2338853482031341,1.3463275103192398
2,0,0,3,0,0,0,4,20,0,0,0,0,0,-0.9142031461100045,-0.3329077887705531
1,0,1,0,0,0,0,12,5,0,0,0,0,0,-0.8656090176880853,-0.3020394928314025
2,0,2,1,1,0,0,9,25,0,0,0,2,0,-0.8656090176880853,0.7166142731605674
2,0,0,4,0,0,1,12,22,0,0,0,0,0,0.09412501864482128,-1.413298146640824
1,0,0,1,2,0,0,7,26,0,0,0,0,0,-0.20958828399217447,-0.3329077887705531
