no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,arrival_month,arrival_date,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,no_of_special_requests,lead_time,avg_price_per_room,booking_status
2,0,1,3,1,0,0,10,6,0,0,0,0,0.12,0.07,1
2,0,1,3,0,0,1,9,19,0,0,0,1,-0.14,1.35,1
2,0,2,4,0,0,1,10,5,0,0,0,2,1.75,0.3,1
1,0,0,2,0,0,0,7,23,0,0,0,1,0.14,-1.17,1
2,0,2,0,2,0,0,4,17,0,0,0,0,2.32,0.13,1
2,0,2,3,1,0,0,11,13,0,0,0,2,-0.43,-0.96,0
1,0,2,3,0,0,0,3,19,0,0,0,0,-0.78,0.51,0
2,0,2,2,0,0,0,10,17,0,0,0,1,1.35,-0.51,1
3,0,2,3,0,0,0,10,30,0,0,0,2,1.93,0.33,1
2,0,3,5,0,0,1,10,11,0,0,0,0,-0.61,-0.71,0
2,0,0,3,0,0,0,10,6,1,1,0,0,-0.79,-0.49,0
2,0,0,1,1,0,0,9,15,0,0,0,3,-0.91,1.33,0
2,0,2,2,0,0,1,12,25,0,0,0,2,-0.25,-0.96,0
3,0,1,3,0,1,1,3,28,0,0,0,2,-0.99,1.55,0
1,0,0,3,0,0,0,6,14,0,0,0,0,-0.16,0.44,0
2,0,1,0,1,0,0,7,11,0,0,0,0,-0.43,-0.39,1
2,0,3,8,0,0,0,7,20,0,0,0,0,-0.21,-0.9,1
1,0,2,1,0,0,0,10,2,0,0,0,0,-0.83,-0.33,0
1,0,1,2,0,0,0,10,7,0,0,0,0,0.85,0.24,1
2,0,0,3,1,0,0,3,31,0,0,0,1,-1.02,-0.21,0
2,0,1,3,1,0,0,7,18,0,0,0,0,1.15,-0.77,1
2,0,0,1,1,0,0,6,21,0,0,0,0,-0.05,-0.04,1
1,0,0,1,1,0,0,11,10,0,0,0,1,-0.77,0.54,0
1,0,1,0,0,0,0,9,25,0,0,0,0,-0.55,0.74,0
2,2,0,3,0,0,2,3,23,0,0,0,0,-1.01,3.25,1
2,0,2,2,0,0,1,11,7,0,0,0,0,-0.46,-1.41,0
2,0,1,0,1,0,0,5,23,0,0,0,2,-0.85,0.72,0
2,0,0,1,1,0,0,7,16,0,0,0,1,-0.97,1.03,0
2,0,2,4,0,0,1,10,20,0,0,0,2,-0.15,0.67,0
2,0,0,4,0,0,0,4,20,0,0,0,0,2.26,-1.33,1
2,0,1,3,0,0,1,9,5,0,0,0,2,-0.22,-0.32,0
2,0,2,2,0,0,0,11,27,0,0,0,3,-0.96,-0.49,0
2,0,1,3,0,0,1,10,6,0,0,0,2,-0.63,1.06,0
2,0,0,4,0,0,0,7,7,0,0,0,2,-0.36,-0.77,1
1,0,0,3,0,0,0,6,14,0,0,0,0,-0.16,0.44,0
2,0,1,3,0,0,0,12,1,0,0,0,0,2.5,-0.98,1
2,0,1,2,0,0,0,3,4,0,0,0,0,-0.28,-0.85,1
2,0,0,2,2,0,0,8,18,0,0,0,1,2.86,0.28,1
1,0,0,3,0,0,0,5,31,0,0,0,0,0.35,-0.18,1
2,0,0,4,0,0,0,4,12,0,0,0,1,-0.15,-0.2,0
1,0,0,1,2,0,0,4,6,0,0,0,0,-0.36,-0.58,0
2,0,0,1,0,0,1,5,28,0,0,0,2,-0.87,1.55,0
2,0,0,2,0,0,1,9,30,0,0,0,2,-0.89,1.23,0
2,0,1,0,1,0,0,8,21,0,0,0,1,0.86,-0.35,0
1,0,0,1,0,0,0,3,9,0,0,0,0,-1,-0.55,1
2,0,0,2,0,0,1,7,20,0,0,0,1,-0.21,0.54,0
2,0,1,1,2,0,0,10,5,0,0,0,0,0.05,-1.53,0
2,1,0,2,0,0,0,4,14,0,0,0,0,-0.82,1.21,1
2,0,0,2,2,0,0,10,7,0,0,0,1,1.54,1.15,1
1,2,2,4,0,0,2,4,24,0,0,0,0,-0.61,2.33,1
3,0,1,3,0,0,1,6,27,0,0,0,0,-0.68,2.15,1
1,1,1,5,0,0,0,10,24,0,0,0,0,1.64,0.01,1
2,0,1,1,0,0,1,6,18,0,0,0,0,-0.49,-0.29,1
1,0,0,2,0,0,0,10,2,0,0,0,0,0.97,-0.18,0
2,0,0,2,0,0,0,6,2,0,0,0,1,-1.01,0.41,0
2,1,2,3,1,0,0,12,29,0,0,0,0,1.71,-1.05,1
2,1,2,2,0,0,0,8,14,0,0,0,0,0.03,0.87,1
2,0,2,0,1,0,0,3,13,0,0,0,0,-0.85,-0.27,0
2,0,2,2,0,0,0,10,23,0,0,0,0,-0.89,-0.53,0
1,0,0,1,1,0,0,9,15,0,0,0,1,-1.01,1.64,0
2,0,0,2,0,0,0,9,20,0,0,0,0,-0.16,-0.77,0
2,0,0,3,0,0,0,6,7,0,0,0,0,1.56,0.75,1
2,0,0,4,1,0,0,8,24,0,0,0,0,1.13,-0.71,1
2,0,1,1,1,0,0,5,30,0,0,0,1,0.56,0.32,0
3,0,0,2,0,0,1,12,7,0,0,0,1,-0.23,0.62,0
2,0,1,2,0,0,0,6,27,0,0,0,1,0.48,-0.29,0
2,0,2,3,1,0,0,8,21,0,0,0,2,0.59,-1.1,0
1,0,0,3,0,0,0,3,24,0,0,0,0,-0.57,0.2,1
2,0,0,3,0,0,0,9,29,0,0,0,0,-0.68,0.85,0
2,0,0,3,1,0,0,11,17,0,0,0,2,-0.8,-0.55,0
1,0,2,4,2,0,0,11,5,0,0,0,0,-1.02,0.23,0
2,0,2,2,0,0,1,3,13,0,0,0,0,-0.31,-0.72,1
2,0,2,5,0,0,1,10,26,0,0,0,1,1.01,-0.04,1
3,0,0,2,0,0,1,6,15,0,0,0,0,-0.12,2.49,1
1,0,0,2,0,0,0,5,19,0,0,0,0,-0.68,-0.33,1
2,0,1,2,0,0,1,10,28,0,0,0,0,1.27,0.12,1
2,0,0,3,1,0,0,12,13,0,0,0,1,-1.01,-0.86,0
2,0,0,2,0,0,1,10,28,0,0,0,0,-0.66,1.18,0
2,0,2,2,0,0,0,10,8,0,0,0,0,0.06,-0.77,1
2,0,2,5,1,0,0,11,11,0,0,0,1,-0.36,-0.96,1
2,0,2,4,0,1,0,7,28,0,0,0,1,1.11,0.08,1
2,0,0,1,1,0,0,6,1,0,0,0,0,-0.65,-0.52,1
2,0,2,0,0,0,0,9,4,0,0,0,0,0.59,-0.24,0
2,0,0,2,0,1,0,9,6,0,0,0,2,0.64,0.93,0
2,0,0,1,0,0,0,11,16,0,0,0,2,-0.87,0.25,0
3,0,1,3,0,0,1,9,1,0,0,0,0,1.11,1.38,1
2,0,1,1,1,0,0,7,23,0,0,0,1,1.1,-0.63,0
2,0,1,2,0,0,0,11,4,0,0,0,0,2.68,-0.52,1
1,0,0,3,0,0,0,9,9,0,0,0,0,0.02,-0.49,0
2,0,0,3,0,0,0,9,15,0,0,0,0,2.11,0.01,1
2,0,0,2,2,0,0,10,16,0,0,0,0,0.22,0.1,0
2,0,0,3,0,0,1,10,27,0,0,0,1,0.13,-0.04,0
1,0,1,3,0,0,0,8,15,0,0,0,1,0.94,0,1
2,1,1,1,2,0,0,8,1,0,0,0,2,0.57,1.8,0
2,0,2,5,0,0,0,8,8,0,0,0,1,0.8,0.07,0
2,2,0,1,0,0,2,3,1,0,0,0,0,-0.5,1.49,1
3,0,1,2,0,0,0,3,25,0,0,0,0,-0.04,-0.36,0
2,0,2,1,0,0,0,9,25,0,0,0,2,-0.6,0.35,0
3,0,1,2,0,0,0,7,11,0,0,0,2,0.53,0.33,0
2,0,2,6,0,0,0,11,11,0,0,0,2,-0.22,-0.71,0
1,0,0,1,0,0,1,9,30,0,0,0,2,-0.9,2.75,0
2,0,1,2,0,0,0,11,4,0,0,0,0,2.68,-0.52,1
1,0,0,2,0,0,4,2,5,0,0,0,0,-0.84,-0.61,0
2,0,1,3,0,0,0,9,22,0,0,0,1,1.25,0.43,1
2,0,1,1,0,0,1,5,16,0,0,0,0,-0.46,1.07,0
2,0,1,2,0,0,0,7,1,0,0,0,1,-0.79,1.4,0
2,0,1,4,0,0,0,10,26,0,0,0,2,1.48,-0.01,1
2,0,1,2,0,0,0,6,10,0,0,0,1,-0.33,-0.47,0
2,0,1,2,0,0,0,5,13,0,0,0,0,0.12,-0.77,0
1,0,2,1,1,0,0,4,3,0,0,0,1,-0.14,-0.9,0
1,0,0,3,0,0,0,10,13,0,0,0,0,-0.57,-0.33,0
2,0,2,2,0,0,2,9,11,0,0,0,1,-0.94,1.18,1
2,0,1,4,1,0,0,12,26,0,0,0,1,2.1,-1.19,1
2,0,0,2,2,0,0,7,1,0,0,0,0,2.1,-0.13,1
1,0,0,1,0,0,1,12,14,0,0,0,2,-1,0.01,0
1,0,0,1,0,0,1,10,18,0,0,0,0,-1.01,0.04,0
2,0,2,5,0,0,1,4,12,0,0,0,0,-0.31,0.24,0
2,0,0,1,0,0,0,5,27,0,0,0,0,-0.85,-1.01,0
2,0,0,2,0,0,0,10,21,0,0,0,0,2.17,0.13,1
1,0,1,0,0,0,0,9,7,0,0,0,1,-1.01,0.84,0
2,0,1,5,0,0,1,9,20,0,0,0,0,0.5,1.15,1
2,0,2,2,0,0,0,4,17,0,0,0,0,-1,-1.02,0
2,0,0,4,0,0,0,11,1,0,0,0,0,-0.55,-0.95,0
1,0,0,1,0,0,0,10,13,0,0,0,0,-1,0.12,0
1,0,0,1,0,0,0,1,27,0,0,0,1,-1.01,-0.8,0
2,0,2,0,0,0,0,9,25,0,0,0,1,-0.76,0.04,0
1,0,2,1,1,0,0,12,17,0,0,0,0,-0.39,-1.53,0
2,0,1,2,0,0,0,11,4,0,0,0,0,2.68,-0.52,1
2,1,2,4,0,0,0,8,20,0,0,0,1,-0.45,0.75,0
2,0,0,1,1,0,0,4,8,0,0,0,0,-0.8,-0.52,1
2,0,0,4,1,0,0,7,6,0,0,0,0,0.73,-0.25,1
1,0,1,2,0,0,0,9,4,0,0,0,0,1.64,-0.9,0
4,0,2,1,0,0,5,7,10,0,0,0,0,-0.28,4.64,1
1,0,0,1,0,0,0,10,26,0,0,0,0,-0.71,-0.2,1
2,0,0,2,0,0,0,9,30,0,0,0,0,-0.7,0.07,0
2,2,2,1,0,0,2,8,28,0,0,0,3,-0.95,3.77,0
3,0,0,3,2,0,1,11,1,0,0,0,2,-0.5,2.73,0
2,0,0,1,0,0,0,10,16,0,0,0,0,1.16,-1.1,1
1,0,0,3,2,0,0,5,10,0,0,0,0,-0.16,-0.24,0
2,0,1,3,0,0,1,7,7,0,0,0,1,0.85,0.46,1
2,0,1,1,2,0,0,7,30,0,0,0,1,2.63,0.28,1
2,0,1,3,0,0,0,11,10,0,0,0,0,-0.34,-0.26,0
2,2,5,10,0,0,2,2,1,0,0,0,0,-0.68,1.44,1
2,0,0,1,0,0,0,4,15,0,0,0,0,0.46,-0.64,0
2,0,1,2,0,0,0,4,4,0,0,0,0,0.08,-0.8,1
2,0,2,3,0,0,0,8,21,0,0,0,2,0.81,-0.9,0
2,0,2,3,1,0,0,6,26,0,0,0,0,-0.96,0.33,1
1,0,0,3,0,0,0,5,10,0,0,0,1,-1.01,-0.22,0
1,0,0,2,0,0,0,11,20,0,0,0,0,-0.63,-1.01,0
2,0,0,1,1,0,0,7,27,0,0,0,1,-0.34,0.6,0
2,0,0,3,0,0,0,10,6,1,1,0,0,-0.79,-0.49,0
2,0,1,1,0,0,0,10,31,0,0,0,1,-0.91,-0.58,0
3,0,0,1,0,0,1,8,16,0,0,0,2,-0.23,1.93,0
2,0,1,0,1,0,0,10,9,0,0,0,1,0.24,0.07,1
1,0,2,5,0,0,1,5,30,0,0,0,1,-0.85,0.8,0
3,0,2,3,0,0,0,5,12,0,0,0,3,0.11,1.38,0
2,0,0,3,0,0,0,10,12,0,0,0,0,2.37,0.13,1
2,0,0,2,0,0,0,6,2,0,0,0,0,0.34,-0.18,0
2,0,0,3,0,0,1,10,21,0,0,0,1,-0.74,-0.95,0
2,1,1,1,2,0,0,4,23,0,0,0,0,-0.22,1.32,1
2,0,1,3,0,0,1,9,8,0,0,0,2,-0.16,1.35,0
2,0,1,5,0,0,0,10,4,0,0,0,0,3.22,-0.49,1
2,0,0,2,2,0,0,8,14,0,0,0,0,-0.55,0.1,0
1,0,2,1,0,1,0,3,13,1,0,1,0,-0.99,-1.2,0
2,0,0,3,0,0,0,4,28,0,0,0,0,-0.45,0.44,0
2,0,0,4,1,0,0,3,23,0,0,0,1,-0.94,0.62,0
2,0,2,3,0,0,0,4,3,0,0,0,1,-0.27,-0.92,0
3,0,2,2,0,0,0,9,24,0,0,0,0,-0.78,1.25,1
1,0,1,1,0,0,0,6,6,0,0,0,0,0.41,0.13,0
2,0,2,2,2,0,0,12,19,0,0,0,0,-0.93,-0.52,0
3,0,0,3,0,0,1,6,2,0,0,0,1,-0.79,1.99,0
2,0,0,1,0,0,1,9,28,0,0,0,1,-0.57,0.24,0
1,0,1,2,1,0,0,8,8,0,0,0,0,0.94,-0.07,1
2,0,0,3,0,0,0,8,11,0,0,0,1,1.58,-0.29,1
2,0,2,1,1,0,0,7,23,0,0,0,1,0.19,-0.35,0
2,0,1,3,1,0,0,12,26,0,0,0,0,2.16,-1.3,1
2,0,0,1,0,0,0,6,8,0,0,0,0,-0.71,0.44,0
2,0,0,3,0,0,1,10,27,0,0,0,1,0.77,-0.04,1
2,0,2,2,0,0,0,8,27,0,0,0,1,1.21,-0.46,0
2,0,0,3,0,0,0,10,13,0,0,0,0,-0.57,-0.02,0
2,0,0,1,0,0,0,6,8,0,0,0,0,-0.34,0.44,0
2,0,2,2,0,0,1,4,16,0,0,0,2,-0.17,0.07,0
2,0,0,3,0,0,0,8,5,0,0,0,0,-0.88,-1.26,0
2,0,1,3,2,0,0,2,18,0,0,0,0,-0.49,-0.44,0
2,0,2,2,0,0,0,9,4,0,0,0,2,-0.26,-0.06,0
2,0,1,0,1,0,0,8,10,0,0,0,2,-1.01,-0.3,0
2,0,0,3,0,0,4,11,1,0,0,0,0,0.99,0.75,1
1,0,0,2,0,0,0,10,11,0,0,0,0,1.18,0.44,1
3,0,1,4,0,0,0,7,25,0,0,0,0,0.22,0,0
2,0,0,1,2,0,0,9,24,0,0,0,0,0.02,0.44,0
2,0,1,3,0,0,0,12,26,0,0,0,0,-0.15,-0.67,0
2,0,1,1,0,0,0,5,2,0,0,0,1,1.16,-0.18,0
2,0,0,2,0,0,1,10,7,0,0,0,1,-0.08,0.82,1
1,0,0,2,2,0,0,6,15,0,0,0,0,2.09,-0.49,0
2,0,1,1,0,0,1,12,24,0,0,0,0,0.42,-0.1,1
3,0,1,3,0,0,1,6,27,0,0,0,0,-0.88,0.78,0
2,0,2,0,0,0,0,2,7,0,0,0,1,-0.45,-0.85,1
2,0,1,1,1,0,0,12,17,0,0,0,0,-0.87,-0.55,0
1,0,1,0,0,0,0,6,27,0,0,0,0,-1.02,0.02,0
2,0,0,2,0,0,1,9,15,0,0,0,1,-0.84,1.11,0
2,0,0,1,1,0,0,12,18,0,0,0,2,-0.8,-0.95,0
2,0,2,4,0,0,0,4,27,0,0,0,0,0.14,-0.2,1
2,0,0,3,0,0,1,10,6,0,0,0,2,1.14,0.51,1
2,0,2,2,0,0,0,12,4,0,0,0,0,0.6,-1.26,0
2,0,1,2,0,0,0,12,11,0,0,0,1,-0.65,-1.32,0
1,0,0,3,0,0,0,6,14,0,0,0,0,-0.16,0.44,0
2,1,0,5,0,1,0,6,28,0,0,0,2,0.75,0.01,0
2,0,2,2,2,0,1,7,24,0,0,0,0,0.99,0.07,1
2,0,1,2,1,0,0,12,16,0,0,0,0,1.22,-0.82,1
2,0,1,3,0,0,0,10,3,0,0,0,0,0.28,-0.33,0
2,0,2,2,1,0,0,4,9,0,0,0,1,0.31,-0.9,1
2,0,1,3,1,0,0,4,18,0,0,0,1,0.19,-1.04,0
2,0,0,2,2,0,0,10,16,0,0,0,0,0.22,-0.13,1
1,0,0,1,0,0,0,4,12,0,0,0,0,-0.45,-0.18,1
2,0,1,1,0,0,0,10,5,0,0,0,0,-0.54,-1.1,0
2,0,0,2,2,0,0,12,1,0,0,0,2,-1,1.12,0
2,0,2,2,0,0,0,7,16,0,0,0,1,0.87,-1.04,0
3,0,2,1,0,0,1,8,28,0,0,0,0,-0.34,1.12,1
2,2,0,2,2,0,2,8,19,0,0,0,2,-0.76,5.62,0
1,0,1,4,1,0,0,10,31,0,0,0,0,-0.87,-0.43,1
3,0,1,1,0,0,1,10,15,0,0,0,1,-0.57,2.15,0
1,0,1,2,0,0,0,8,29,1,3,42,0,-1.02,-1.26,0
2,0,1,2,0,0,0,6,20,0,0,0,0,1.32,0.44,1
2,0,1,3,0,0,0,10,19,0,0,0,2,-0.22,-0.51,0
1,0,0,3,0,0,0,10,6,1,1,0,0,-0.79,-0.8,0
2,0,2,0,0,1,0,4,24,0,0,0,1,-0.89,1.06,0
1,0,0,1,0,0,0,2,18,1,0,3,0,-0.94,-1.23,0
2,0,0,4,0,0,0,5,4,0,0,0,1,0.51,-0.9,0
2,2,1,4,1,0,2,10,21,0,0,0,2,-0.54,1.37,0
2,0,2,1,0,0,0,5,29,0,0,0,0,1.43,-0.49,1
2,0,1,3,1,0,0,9,1,0,0,0,0,0.43,0.4,1
2,0,0,2,0,0,0,12,2,0,0,0,0,-0.67,-0.64,0
2,0,1,1,1,0,0,4,16,0,0,0,0,-0.95,-0.06,1
3,0,0,1,0,0,0,3,4,0,0,0,0,-0.95,1.06,0
2,0,1,4,2,0,0,12,21,0,0,0,0,1.37,0.24,0
2,0,1,0,0,0,0,2,7,0,0,0,2,-0.88,-0.39,0
2,2,2,10,0,0,2,12,6,0,0,0,4,0.09,1.3,0
2,1,1,4,0,0,0,7,11,0,0,0,0,0.67,0.33,1
1,0,1,0,0,0,0,10,10,0,0,0,0,-0.63,-0.33,0
1,0,1,2,0,0,0,5,9,0,0,0,0,-0.87,-0.49,0
2,0,0,1,0,0,0,8,11,0,0,0,1,-0.59,0.93,1
2,0,1,3,0,0,2,11,2,0,0,0,0,-0.77,1.38,0
2,0,0,2,2,0,0,9,13,0,0,0,1,3.18,0.28,1
1,0,0,1,1,0,0,6,14,0,0,0,0,-0.89,-0.83,0
1,0,0,1,2,0,0,9,4,0,0,0,0,1.64,-0.67,0
2,0,0,2,2,0,0,8,14,0,0,0,0,-0.55,0.1,0
1,0,0,1,0,0,0,3,24,0,0,0,0,-1.02,-0.95,0
1,0,2,2,0,0,0,10,30,0,0,0,1,0.17,-0.47,0
1,0,0,3,0,0,0,10,13,0,0,0,0,-0.57,-0.33,0
2,0,1,2,0,0,1,5,6,0,0,0,0,0.8,0.26,0
2,1,1,1,0,0,0,8,29,0,0,0,0,0.23,0.87,1
2,1,2,5,0,0,0,8,3,0,0,0,2,1.04,0.28,1
2,0,1,3,1,0,0,6,20,0,0,0,0,0.09,-0.74,0
1,0,0,2,0,0,4,2,5,0,0,0,0,-0.84,-0.61,0
2,0,1,2,0,0,1,9,26,0,0,0,1,0.13,1.35,0
1,0,0,2,0,0,0,6,24,0,0,0,0,1.31,-0.33,1
1,0,0,2,2,0,0,8,18,0,0,0,0,2.86,-0.49,0
2,0,1,0,0,0,0,10,5,0,0,0,2,-0.95,0.62,0
2,0,1,0,0,0,0,10,4,0,0,0,0,-0.88,-1.04,0
2,0,1,5,2,0,1,8,23,0,0,0,0,1.35,1.27,1
2,1,0,3,2,0,0,7,19,0,0,0,3,-0.87,3.18,0
2,0,2,2,0,0,0,9,17,0,0,0,2,1.52,0.43,1
1,0,0,1,0,0,0,11,17,0,0,0,0,-0.76,-1.35,0
2,0,0,3,0,0,0,11,3,0,0,0,0,2.67,-0.52,1
1,1,2,4,0,0,0,11,16,0,0,0,1,0.64,-0.93,0
2,0,0,2,0,0,0,1,29,0,0,0,1,-0.29,-1.41,0
2,0,1,4,0,0,1,11,2,0,0,0,0,-0.51,-1.41,0
1,0,0,2,0,0,0,10,2,0,0,0,0,0.97,-0.18,0
2,0,0,3,0,0,0,10,12,0,0,0,0,2.79,-0.95,1
2,0,0,3,0,1,0,2,18,0,0,0,0,-0.17,-0.57,0
2,0,2,0,2,0,0,10,30,0,0,0,0,-0.11,-0.02,1
2,0,0,3,1,0,0,3,22,0,0,0,0,-0.7,0.72,1
3,0,0,3,0,0,1,7,14,0,0,0,0,0.92,0.99,1
3,0,2,1,2,0,0,8,20,0,0,0,0,0.28,-0.27,1
1,0,0,2,0,0,0,6,24,0,0,0,0,1.07,-0.33,1
2,2,1,2,2,1,2,8,19,0,0,0,1,-0.83,5.49,0
2,0,2,5,0,0,0,7,4,0,0,0,1,0.54,-0.91,0
1,0,0,2,0,0,0,6,14,1,0,9,0,-0.88,-1.26,0
2,0,2,2,1,0,0,9,16,0,0,0,0,0.74,0.4,1
2,1,0,1,0,0,0,7,27,0,0,0,1,-0.68,1.95,0
1,0,2,5,2,0,0,3,23,0,0,0,0,-0.67,-1.06,0
1,0,0,1,1,0,0,11,25,0,0,0,0,-1.02,-1.54,0
2,0,0,2,1,0,0,4,13,0,0,0,1,0.12,-0.63,0
2,0,2,2,0,0,0,11,13,0,0,0,3,0.03,-0.46,0
2,0,1,2,2,1,1,3,11,0,0,0,2,-0.79,2.01,0
2,0,0,3,0,0,0,5,5,0,0,0,0,2.12,-0.49,1
1,0,2,3,0,0,1,10,2,0,0,0,0,-0.57,0.61,1
1,0,0,2,0,0,0,11,8,0,0,0,0,-0.63,1.16,1
3,0,1,2,0,0,0,2,8,0,0,0,1,-0.22,-0.64,0
2,0,1,2,0,1,0,8,10,0,0,0,0,-1.02,0.28,0
2,0,0,3,0,0,0,8,24,0,0,0,1,1.37,-1.04,0
1,0,0,1,1,0,0,9,23,0,0,0,0,-1.01,0.47,0
2,0,0,1,0,0,0,11,11,0,0,0,0,0.09,-0.49,0
2,0,1,4,0,0,0,12,30,0,0,0,0,0.77,-1.2,0
1,0,2,2,0,0,1,11,6,0,0,0,1,-0.09,1.24,0
2,0,2,3,0,0,0,10,9,0,0,0,0,2.2,-0.17,1
2,0,2,4,0,0,0,12,29,0,0,0,0,1.55,-0.54,1
2,0,2,3,0,0,0,10,14,0,0,0,1,3.34,-0.86,0
2,0,0,1,0,0,0,8,29,0,0,0,2,-0.88,-0.49,0
2,0,1,2,0,0,0,7,27,0,0,0,1,-0.04,-0.9,1
2,0,0,1,2,0,0,4,6,0,0,0,0,-0.36,-0.06,0
2,3,2,0,0,0,2,8,9,0,0,0,0,-1.02,1.46,0
2,0,2,1,0,0,0,3,12,0,0,0,0,-0.17,-0.85,1
3,1,0,2,0,0,2,5,20,0,0,0,3,-0.89,4.7,0
2,0,2,1,0,0,0,9,17,0,0,0,0,0.9,-0.77,0
2,0,2,6,0,0,0,7,22,0,0,0,2,1.05,-0.76,1
1,0,4,6,0,0,0,1,24,0,0,0,0,-0.82,-0.77,0
2,2,0,4,0,0,2,5,24,0,0,0,0,0.41,2.53,1
2,0,0,2,2,0,0,8,18,0,0,0,1,2.86,0.28,1
2,0,2,1,0,0,0,10,9,0,0,0,0,-0.31,-0.77,0
2,0,2,1,0,0,1,3,19,0,0,0,2,-0.2,-0.01,0
2,0,2,3,0,0,0,7,15,0,0,0,2,0.09,-1.04,0
2,0,2,3,0,0,0,10,13,0,0,0,2,1.99,-0.69,0
2,0,1,0,0,0,0,9,13,0,0,0,0,-1.02,0.25,0
1,0,1,0,0,0,0,6,20,1,0,6,1,-0.8,-1.26,0
2,0,2,3,0,0,0,6,2,0,0,0,0,0.71,-0.17,1
2,0,0,1,0,0,0,11,5,0,0,0,0,-0.93,0.75,0
2,0,0,4,1,0,0,7,13,0,0,0,0,0.36,-0.51,0
1,0,2,4,0,0,0,9,4,0,0,0,0,-0.05,-0.64,0
2,0,0,2,0,0,0,5,20,0,0,0,0,1.54,-0.18,1
2,0,3,5,0,0,1,4,4,0,0,0,0,-0.96,0.65,1
2,0,1,0,1,0,0,5,23,0,0,0,1,0.69,-1.02,0
2,0,2,3,0,0,0,5,8,0,0,0,1,-0.22,0.43,0
2,0,1,3,0,0,0,10,1,0,0,0,1,-0.99,-1.58,0
2,0,1,1,0,0,0,12,5,0,0,0,1,-0.05,-0.95,0
2,0,0,3,0,0,0,3,17,0,0,0,1,-0.83,0.1,0
2,0,0,1,1,0,0,9,15,0,0,0,1,-0.14,-0.18,1
3,0,0,1,0,0,2,9,21,0,0,0,1,-1.02,2.94,0
3,0,0,2,0,0,1,3,18,0,0,0,0,-0.54,0.79,0
2,0,0,3,0,0,0,11,17,0,0,0,0,-0.31,-1.08,0
2,0,1,2,0,0,1,10,30,0,0,0,0,-0.55,-1.41,0
2,1,2,2,0,0,0,11,4,0,0,0,1,-0.4,1.33,0
2,1,1,3,0,0,0,3,21,0,0,0,1,-0.43,0.09,1
2,2,0,1,0,0,2,9,3,0,0,0,1,-0.9,1.52,0
1,0,2,6,0,0,0,2,27,0,0,0,0,-0.04,-0.98,1
1,0,0,3,0,0,0,9,15,0,0,0,1,-0.85,0.25,0
1,0,0,3,0,0,0,6,14,0,0,0,0,-0.16,0.44,0
2,0,1,1,2,0,0,6,6,0,0,0,1,1.98,0.28,1
3,0,0,2,0,0,1,9,22,0,0,0,1,0.32,1.93,1
2,0,0,1,0,0,0,4,6,0,0,0,0,0.25,-0.95,1
2,0,1,0,0,0,1,6,19,0,0,0,1,-0.95,1.55,0
2,0,0,2,1,0,0,3,29,0,0,0,1,-0.14,-1.4,0
2,0,1,0,0,0,0,10,25,0,0,0,1,-0.88,0.04,0
1,0,1,4,0,0,0,12,19,0,0,0,0,-0.77,-1.19,0
2,0,1,1,1,0,0,4,18,0,0,0,0,-0.45,-0.63,1
2,0,0,4,0,0,0,10,5,0,0,0,0,0.63,0.4,1
2,0,0,2,0,0,0,5,19,0,0,0,0,-0.68,-0.18,1
1,0,1,1,1,0,0,10,10,0,0,0,1,0.57,-0.08,0
2,0,2,5,0,0,1,1,27,0,0,0,0,-0.17,-1.66,0
1,0,0,2,2,0,0,6,15,0,0,0,0,2.09,-0.49,0
2,0,0,3,0,0,0,6,16,0,0,0,0,0.8,-0.3,1
2,0,0,3,0,0,0,9,1,0,0,0,0,1.32,0.1,1
1,0,0,1,0,0,0,12,7,0,0,0,0,-0.84,-1.26,0
2,0,2,1,0,0,0,2,28,0,0,0,0,-0.65,-1.06,0
2,0,1,1,0,0,0,8,17,0,0,0,0,-1.02,-1.04,0
2,0,1,3,0,0,0,12,19,0,0,0,0,-0.67,-0.54,0
2,0,1,3,0,0,0,7,7,0,0,0,0,1.04,-0.46,1
2,0,1,3,0,1,1,12,28,0,0,0,1,-0.82,0.93,0
2,0,2,1,0,0,0,11,19,0,0,0,1,-0.32,-0.95,0
2,0,2,4,0,0,1,10,16,0,0,0,0,0.03,0.82,1
2,0,2,1,1,0,0,9,25,0,0,0,1,-0.29,0.6,1
2,0,2,1,1,0,0,10,29,0,0,0,2,-0.93,0.92,0
2,0,0,3,0,0,0,12,6,0,0,0,1,-1,0.02,0
2,1,4,5,0,0,0,7,24,0,0,0,0,0.87,0.28,1
2,0,0,3,0,0,1,10,20,0,0,0,2,0.08,0.82,1
1,0,1,2,0,0,0,9,4,0,0,0,0,1.64,-0.9,0
2,0,2,2,0,0,1,1,24,0,0,0,0,-0.97,-1.3,0
1,0,1,2,0,0,0,10,7,0,0,0,0,1.58,0.1,1
2,0,1,1,2,0,0,6,6,0,0,0,1,1.98,0.16,1
1,0,1,2,0,0,0,5,2,0,0,0,0,-0.79,0.44,0
2,0,1,2,0,0,0,10,31,0,0,0,2,0.11,-0.48,1
3,0,0,1,0,0,1,10,15,0,0,0,1,-0.54,2.18,1
2,0,2,2,0,0,0,5,14,0,0,0,1,-0.15,0.43,1
